id	contig
WP_009642135	BD_contigs_contig_55662
WP_009642142	BD_contigs_contig_54270
WP_009642142	BD_contigs_contig_41832
WP_009642142	BD_contigs_contig_113207
WP_009642143	BD_contigs_contig_49721
WP_009642145	BD_contigs_contig_48585
WP_009642145	BD_contigs_contig_4036
WP_009642145	BD_contigs_contig_31963
WP_009642145	BD_contigs_contig_660
WP_009642145	BD_contigs_contig_48586
WP_009642145	BD_contigs_contig_31962
WP_009642145	BD_contigs_contig_4015
WP_009642149	BD_contigs_contig_68358
WP_009642149	BD_contigs_contig_68358
WP_009642154	BD_contigs_contig_32742
WP_009642158	BD_contigs_contig_69784
WP_009642159	BD_contigs_contig_45443
WP_009642159	BD_contigs_contig_24898
WP_009642160	BD_contigs_contig_62053
WP_009642160	BD_contigs_contig_62054
WP_009642165	BD_contigs_contig_36872
WP_009642165	BD_contigs_contig_36896
WP_009642165	BD_contigs_contig_55985
WP_009642187	BD_contigs_contig_64354
WP_009642190	BD_contigs_contig_33184
WP_009642190	BD_contigs_contig_17873
WP_009642202	BD_contigs_contig_113138
WP_009642202	BD_contigs_contig_59202
WP_009642204	BD_contigs_contig_50739
WP_009642212	BD_contigs_contig_71162
WP_009642219	BD_contigs_contig_109425
WP_009642219	BD_contigs_contig_114144
WP_009642219	BD_contigs_contig_32749
WP_009642219	BD_contigs_contig_114081
WP_009642224	BD_contigs_contig_27490
WP_009642232	BD_contigs_contig_43253
WP_009642232	BD_contigs_contig_43211
WP_009642232	BD_contigs_contig_36380
WP_009642236	BD_contigs_contig_23482
WP_009642236	BD_contigs_contig_23481
WP_009642247	BD_contigs_contig_67965
WP_009642253	BD_contigs_contig_69717
WP_009642260	BD_contigs_contig_74396
WP_009642265	BD_contigs_contig_113623
WP_009642270	BD_contigs_contig_94601
WP_009642276	BD_contigs_contig_54292
WP_009642278	BD_contigs_contig_85548
WP_009642280	BD_contigs_contig_19747
WP_009642284	BD_contigs_contig_39980
WP_009642284	BD_contigs_contig_69700
WP_009642290	BD_contigs_contig_28628
WP_009642291	BD_contigs_contig_1862
WP_009642292	BD_contigs_contig_1480
WP_009642301	BD_contigs_contig_1861
WP_009642304	BD_contigs_contig_1882
WP_009642325	BD_contigs_contig_1852
WP_009642325	BD_contigs_contig_1851
WP_009642331	BD_contigs_contig_1152
WP_009642336	BD_contigs_contig_58174
WP_009642336	BD_contigs_contig_52583
WP_009642337	BD_contigs_contig_61591
WP_009642338	BD_contigs_contig_8925
WP_009642359	BD_contigs_contig_39853
WP_009642361	BD_contigs_contig_54718
WP_009642364	BD_contigs_contig_46124
WP_009642371	BD_contigs_contig_73474
WP_009642372	BD_contigs_contig_47266
WP_009642374	BD_contigs_contig_26357
WP_009642387	BD_contigs_contig_79173
WP_009642400	BD_contigs_contig_49625
WP_009642400	BD_contigs_contig_49625
WP_009642401	BD_contigs_contig_57745
WP_009642403	BD_contigs_contig_47464
WP_009642408	BD_contigs_contig_76300
WP_009642409	BD_contigs_contig_80511
WP_009642429	BD_contigs_contig_64575
WP_009642433	BD_contigs_contig_54345
WP_009642433	BD_contigs_contig_47008
WP_009642436	BD_contigs_contig_1942
WP_009642436	BD_contigs_contig_1943
WP_009642437	BD_contigs_contig_43068
WP_009642450	BD_contigs_contig_41714
WP_009642456	BD_contigs_contig_34489
WP_009642458	BD_contigs_contig_58337
WP_009642458	BD_contigs_contig_58331
WP_009642465	BD_contigs_contig_73000
WP_009642474	BD_contigs_contig_55100
WP_009642474	BD_contigs_contig_55103
WP_009642475	BD_contigs_contig_74699
WP_009642475	BD_contigs_contig_6584
WP_009642475	BD_contigs_contig_34888
WP_009642483	BD_contigs_contig_8423
WP_009642490	BD_contigs_contig_55385
WP_009642490	BD_contigs_contig_36175
WP_009642490	BD_contigs_contig_31493
WP_009642490	BD_contigs_contig_96800
WP_009642493	BD_contigs_contig_32557
WP_009642502	BD_contigs_contig_69541
WP_009642504	BD_contigs_contig_6220
WP_009642538	BD_contigs_contig_51719
WP_009642548	BD_contigs_contig_62572
WP_009642553	BD_contigs_contig_12717
WP_009642554	BD_contigs_contig_52020
WP_009642562	BD_contigs_contig_48371
WP_009642564	BD_contigs_contig_59724
WP_009642576	BD_contigs_contig_28425
WP_009642578	BD_contigs_contig_26639
WP_009642583	BD_contigs_contig_31245
WP_009642583	BD_contigs_contig_19944
WP_009642583	BD_contigs_contig_56968
WP_009642583	BD_contigs_contig_43821
WP_009642583	BD_contigs_contig_75582
WP_009642583	BD_contigs_contig_45211
WP_009642583	BD_contigs_contig_57970
WP_009642583	BD_contigs_contig_56025
WP_009642583	BD_contigs_contig_100840
WP_009642583	BD_contigs_contig_39060
WP_009642583	BD_contigs_contig_39061
WP_009642583	BD_contigs_contig_50033
WP_009642583	BD_contigs_contig_57986
WP_009642583	BD_contigs_contig_19950
WP_009642583	BD_contigs_contig_22189
WP_009642583	BD_contigs_contig_22188
WP_009642583	BD_contigs_contig_68253
WP_009642587	BD_contigs_contig_74993
WP_009642591	BD_contigs_contig_25467
WP_009642591	BD_contigs_contig_3678
WP_009642591	BD_contigs_contig_25466
WP_009642596	BD_contigs_contig_6852
WP_009642597	BD_contigs_contig_18002
WP_009642602	BD_contigs_contig_23775
WP_009642602	BD_contigs_contig_32546
WP_009642603	BD_contigs_contig_11026
WP_009642603	BD_contigs_contig_75068
WP_009642617	BD_contigs_contig_20179
WP_009642620	BD_contigs_contig_28383
WP_009642626	BD_contigs_contig_6018
WP_009642626	BD_contigs_contig_24161
WP_009642627	BD_contigs_contig_54789
WP_009642634	BD_contigs_contig_43365
WP_009642637	BD_contigs_contig_59984
WP_009642642	BD_contigs_contig_53756
WP_009642642	BD_contigs_contig_53757
WP_009642645	BD_contigs_contig_67661
WP_009642645	BD_contigs_contig_64007
WP_009642646	BD_contigs_contig_40923
WP_009642647	BD_contigs_contig_43280
WP_009642647	BD_contigs_contig_43281
WP_009642648	BD_contigs_contig_54275
WP_009642663	BD_contigs_contig_67887
WP_009642666	BD_contigs_contig_17513
WP_009642672	BD_contigs_contig_80726
WP_009642673	BD_contigs_contig_70593
WP_009642678	BD_contigs_contig_65610
WP_009642678	BD_contigs_contig_26729
WP_009642688	BD_contigs_contig_63889
WP_009642689	BD_contigs_contig_73180
WP_009642691	BD_contigs_contig_53141
WP_009642703	BD_contigs_contig_92905
WP_009642709	BD_contigs_contig_90978
WP_009642720	BD_contigs_contig_63393
WP_009642720	BD_contigs_contig_63393
WP_009642727	BD_contigs_contig_4400
WP_009642730	BD_contigs_contig_53837
WP_009642738	BD_contigs_contig_32945
WP_009642738	BD_contigs_contig_32929
WP_009642738	BD_contigs_contig_32929
WP_009642739	BD_contigs_contig_11301
WP_009642748	BD_contigs_contig_83660
WP_009642751	BD_contigs_contig_45710
WP_009642753	BD_contigs_contig_25769
WP_009642753	BD_contigs_contig_68520
WP_009642755	BD_contigs_contig_93438
WP_009642763	BD_contigs_contig_53854
WP_009642763	BD_contigs_contig_53854
WP_009642771	BD_contigs_contig_80293
WP_009642772	BD_contigs_contig_3514
WP_009642773	BD_contigs_contig_114277
WP_009642773	BD_contigs_contig_19280
WP_009642781	BD_contigs_contig_31635
WP_009642783	BD_contigs_contig_38366
WP_009642787	BD_contigs_contig_54228
WP_009642788	BD_contigs_contig_52617
WP_009642788	BD_contigs_contig_71524
WP_009642796	BD_contigs_contig_90782
WP_009642798	BD_contigs_contig_67755
WP_009642807	BD_contigs_contig_67998
WP_009642809	BD_contigs_contig_67977
WP_009642809	BD_contigs_contig_30542
WP_009642813	BD_contigs_contig_73878
WP_009642813	BD_contigs_contig_73878
WP_009642817	BD_contigs_contig_84928
WP_009642827	BD_contigs_contig_21660
WP_009642828	BD_contigs_contig_21111
WP_009642828	BD_contigs_contig_48968
WP_009642828	BD_contigs_contig_48966
WP_009642833	BD_contigs_contig_37810
WP_009642833	BD_contigs_contig_57732
WP_009642833	BD_contigs_contig_57734
WP_009642834	BD_contigs_contig_46123
WP_009642836	BD_contigs_contig_48001
WP_009642836	BD_contigs_contig_55981
WP_009642836	BD_contigs_contig_47997
WP_009642854	BD_contigs_contig_64933
WP_009642854	BD_contigs_contig_72136
WP_009642863	BD_contigs_contig_65704
WP_009642868	BD_contigs_contig_53065
WP_009642870	BD_contigs_contig_86569
WP_009642880	BD_contigs_contig_62123
WP_009642883	BD_contigs_contig_59358
WP_009642906	BD_contigs_contig_51520
WP_009642906	BD_contigs_contig_113700
WP_009642911	BD_contigs_contig_45420
WP_009642911	BD_contigs_contig_42679
WP_009642921	BD_contigs_contig_53843
WP_009642921	BD_contigs_contig_42678
WP_009642922	BD_contigs_contig_73350
WP_009642923	BD_contigs_contig_75762
WP_009642931	BD_contigs_contig_23434
WP_009642931	BD_contigs_contig_23426
WP_009642933	BD_contigs_contig_47579
WP_009642933	BD_contigs_contig_53737
WP_009642933	BD_contigs_contig_23786
WP_009642933	BD_contigs_contig_47578
WP_009642940	BD_contigs_contig_23418
WP_009642941	BD_contigs_contig_33626
WP_009642941	BD_contigs_contig_36877
WP_009642947	BD_contigs_contig_37613
WP_009642959	BD_contigs_contig_49455
WP_009642962	BD_contigs_contig_54791
WP_009642972	BD_contigs_contig_22791
WP_009642972	BD_contigs_contig_84499
WP_009642988	BD_contigs_contig_37440
WP_009642988	BD_contigs_contig_6405
WP_009642988	BD_contigs_contig_57118
WP_009642988	BD_contigs_contig_6389
WP_009642988	BD_contigs_contig_6404
WP_009642988	BD_contigs_contig_57117
WP_009642988	BD_contigs_contig_6405
WP_009642990	BD_contigs_contig_39585
WP_009642993	BD_contigs_contig_32439
WP_009643008	BD_contigs_contig_36781
WP_009643010	BD_contigs_contig_55872
WP_009643010	BD_contigs_contig_32362
WP_009643011	BD_contigs_contig_63344
WP_009643012	BD_contigs_contig_79058
WP_009643013	BD_contigs_contig_45771
WP_009643013	BD_contigs_contig_62233
WP_009643013	BD_contigs_contig_45770
WP_009643015	BD_contigs_contig_14552
WP_009643017	BD_contigs_contig_63899
WP_009643019	BD_contigs_contig_57712
WP_009643023	BD_contigs_contig_72357
WP_009643026	BD_contigs_contig_33932
WP_009643029	BD_contigs_contig_66748
WP_009643033	BD_contigs_contig_89444
WP_009643035	BD_contigs_contig_102824
WP_009643039	BD_contigs_contig_55151
WP_009643043	BD_contigs_contig_78004
WP_009643053	BD_contigs_contig_27306
WP_009643055	BD_contigs_contig_110634
WP_009643058	BD_contigs_contig_67063
WP_009643058	BD_contigs_contig_67072
WP_009643058	BD_contigs_contig_27477
WP_009643058	BD_contigs_contig_67065
WP_009643068	BD_contigs_contig_27072
WP_009643068	BD_contigs_contig_45268
WP_009643071	BD_contigs_contig_45650
WP_009643091	BD_contigs_contig_82089
WP_009643144	BD_contigs_contig_68999
WP_009643159	BD_contigs_contig_85765
WP_009643189	BD_contigs_contig_90897
WP_009643215	BD_contigs_contig_87427
WP_009643216	BD_contigs_contig_76312
WP_009643274	BD_contigs_contig_71026
WP_009643334	BD_contigs_contig_73706
WP_009643336	BD_contigs_contig_82622
WP_009643351	BD_contigs_contig_99213
WP_009643352	BD_contigs_contig_74782
WP_009643366	BD_contigs_contig_69825
WP_009643373	BD_contigs_contig_17337
WP_009643375	BD_contigs_contig_91016
WP_009643403	BD_contigs_contig_91142
WP_009643410	BD_contigs_contig_86272
WP_009643410	BD_contigs_contig_83647
WP_009643444	BD_contigs_contig_54329
WP_009643446	BD_contigs_contig_18443
WP_009643472	BD_contigs_contig_99607
WP_009643498	BD_contigs_contig_82708
WP_009643503	BD_contigs_contig_77544
WP_009643546	BD_contigs_contig_64866
WP_009643560	BD_contigs_contig_90384
WP_009643572	BD_contigs_contig_5932
WP_009643572	BD_contigs_contig_49774
WP_009643572	BD_contigs_contig_8857
WP_009643582	BD_contigs_contig_49775
WP_009643592	BD_contigs_contig_36002
WP_009643600	BD_contigs_contig_16569
WP_009643621	BD_contigs_contig_91399
WP_009643621	BD_contigs_contig_91399
WP_009643646	BD_contigs_contig_37206
WP_009643646	BD_contigs_contig_24234
WP_009643646	BD_contigs_contig_40494
WP_009643656	BD_contigs_contig_24233
WP_009643685	BD_contigs_contig_77050
WP_009643700	BD_contigs_contig_95221
WP_009643704	BD_contigs_contig_69930
WP_009643704	BD_contigs_contig_84845
WP_009643713	BD_contigs_contig_87417
WP_009643736	BD_contigs_contig_67759
WP_009643736	BD_contigs_contig_67760
WP_009643745	BD_contigs_contig_81627
WP_009643755	BD_contigs_contig_86405
WP_009643756	BD_contigs_contig_40050
WP_009643784	BD_contigs_contig_27480
WP_009643837	BD_contigs_contig_92161
WP_009643856	BD_contigs_contig_53991
WP_009643890	BD_contigs_contig_48416
WP_009643925	BD_contigs_contig_36570
WP_009643954	BD_contigs_contig_85878
WP_009643959	BD_contigs_contig_62223
WP_009644008	BD_contigs_contig_70668
WP_009644023	BD_contigs_contig_53242
WP_009644023	BD_contigs_contig_74207
WP_009644130	BD_contigs_contig_88102
WP_009644134	BD_contigs_contig_86831
WP_009644135	BD_contigs_contig_47845
WP_009644135	BD_contigs_contig_47846
WP_009644147	BD_contigs_contig_69346
WP_009644165	BD_contigs_contig_74336
WP_009644192	BD_contigs_contig_82415
WP_009644202	BD_contigs_contig_64376
WP_009644217	BD_contigs_contig_82160
WP_009644226	BD_contigs_contig_63177
WP_009644233	BD_contigs_contig_103960
WP_009644248	BD_contigs_contig_72426
WP_009644260	BD_contigs_contig_74112
WP_009644289	BD_contigs_contig_78566
WP_009644305	BD_contigs_contig_68838
WP_009644308	BD_contigs_contig_72901
WP_009644335	BD_contigs_contig_91354
WP_009644340	BD_contigs_contig_89290
WP_009644351	BD_contigs_contig_72555
WP_009644359	BD_contigs_contig_80325
WP_009644370	BD_contigs_contig_9428
WP_009644377	BD_contigs_contig_19219
WP_009644377	BD_contigs_contig_71074
WP_009644399	BD_contigs_contig_37572
WP_009644409	BD_contigs_contig_17284
WP_009644412	BD_contigs_contig_18828
WP_009644440	BD_contigs_contig_44006
WP_009644445	BD_contigs_contig_86219
WP_009644448	BD_contigs_contig_54278
WP_009644475	BD_contigs_contig_70054
WP_009644489	BD_contigs_contig_94035
WP_009644546	BD_contigs_contig_80710
WP_009644573	BD_contigs_contig_16447
WP_009644573	BD_contigs_contig_16448
WP_009644656	BD_contigs_contig_64140
WP_009644687	BD_contigs_contig_18680
WP_009644710	BD_contigs_contig_58103
WP_009644731	BD_contigs_contig_72461
WP_009644815	BD_contigs_contig_82246
WP_009644837	BD_contigs_contig_100120
WP_009644859	BD_contigs_contig_57680
WP_009644859	BD_contigs_contig_67618
WP_009644865	BD_contigs_contig_81334
WP_009644865	BD_contigs_contig_24658
WP_009644866	BD_contigs_contig_14456
WP_009644866	BD_contigs_contig_14455
WP_009644877	BD_contigs_contig_42926
WP_009644878	BD_contigs_contig_84838
WP_009644880	BD_contigs_contig_30819
WP_009644882	BD_contigs_contig_54513
WP_009644888	BD_contigs_contig_31159
WP_009644893	BD_contigs_contig_90759
WP_009644896	BD_contigs_contig_23857
WP_009644896	BD_contigs_contig_5621
WP_009644896	BD_contigs_contig_38734
WP_009644926	BD_contigs_contig_30122
WP_009644935	BD_contigs_contig_90505
WP_009644937	BD_contigs_contig_26329
WP_009644937	BD_contigs_contig_26328
WP_009644948	BD_contigs_contig_32129
WP_009644948	BD_contigs_contig_32197
WP_009644948	BD_contigs_contig_32127
WP_009644948	BD_contigs_contig_114587
WP_009644949	BD_contigs_contig_28213
WP_009644950	BD_contigs_contig_39438
WP_009644952	BD_contigs_contig_30788
WP_009644953	BD_contigs_contig_55930
WP_009644954	BD_contigs_contig_36892
WP_009644962	BD_contigs_contig_32205
WP_009644962	BD_contigs_contig_32206
WP_009644962	BD_contigs_contig_32128
WP_009644969	BD_contigs_contig_78405
WP_009644971	BD_contigs_contig_24777
WP_009644973	BD_contigs_contig_61429
WP_009644991	BD_contigs_contig_45595
WP_009644994	BD_contigs_contig_59075
WP_009644997	BD_contigs_contig_23493
WP_009644999	BD_contigs_contig_4026
WP_009644999	BD_contigs_contig_4026
WP_009645002	BD_contigs_contig_43285
WP_009645010	BD_contigs_contig_88470
WP_009645024	BD_contigs_contig_4428
WP_009645025	BD_contigs_contig_5542
WP_009645070	BD_contigs_contig_80942
WP_009645078	BD_contigs_contig_85731
WP_009645087	BD_contigs_contig_5379
WP_009645087	BD_contigs_contig_73359
WP_009645101	BD_contigs_contig_62983
WP_009645110	BD_contigs_contig_44027
WP_009645111	BD_contigs_contig_40044
WP_009645119	BD_contigs_contig_63348
WP_009645127	BD_contigs_contig_56695
WP_009645128	BD_contigs_contig_17195
WP_009645131	BD_contigs_contig_13012
WP_009645131	BD_contigs_contig_219
WP_009645137	BD_contigs_contig_40122
WP_009645137	BD_contigs_contig_40121
WP_009645138	BD_contigs_contig_4726
WP_009645150	BD_contigs_contig_17132
WP_009645150	BD_contigs_contig_59949
WP_009645153	BD_contigs_contig_16503
WP_009645153	BD_contigs_contig_1577
WP_009645153	BD_contigs_contig_4417
WP_009645156	BD_contigs_contig_55548
WP_009645156	BD_contigs_contig_35014
WP_009645161	BD_contigs_contig_74066
WP_009645164	BD_contigs_contig_59686
WP_009645166	BD_contigs_contig_71147
WP_009645170	BD_contigs_contig_25723
WP_009645170	BD_contigs_contig_29879
WP_009645171	BD_contigs_contig_91638
WP_009645173	BD_contigs_contig_15099
WP_009645184	BD_contigs_contig_62470
WP_009645190	BD_contigs_contig_45665
WP_009645193	BD_contigs_contig_61535
WP_009645195	BD_contigs_contig_37127
WP_009645199	BD_contigs_contig_113995
WP_009645208	BD_contigs_contig_73124
WP_009645210	BD_contigs_contig_61772
WP_009645215	BD_contigs_contig_31034
WP_009645228	BD_contigs_contig_48039
WP_009645228	BD_contigs_contig_36858
WP_009645228	BD_contigs_contig_48352
WP_009645237	BD_contigs_contig_70985
WP_009645243	BD_contigs_contig_89567
WP_009645247	BD_contigs_contig_91449
WP_009645258	BD_contigs_contig_86051
WP_009645261	BD_contigs_contig_82330
WP_009645261	BD_contigs_contig_89946
WP_009645261	BD_contigs_contig_83892
WP_009645261	BD_contigs_contig_88493
WP_009645261	BD_contigs_contig_88494
WP_009645272	BD_contigs_contig_35986
WP_009645287	BD_contigs_contig_14727
WP_009645288	BD_contigs_contig_61738
WP_009645299	BD_contigs_contig_62232
WP_009645314	BD_contigs_contig_69604
WP_009645320	BD_contigs_contig_63752
WP_009645323	BD_contigs_contig_92852
WP_009645323	BD_contigs_contig_82379
WP_009645329	BD_contigs_contig_49352
WP_009645331	BD_contigs_contig_99370
WP_009645331	BD_contigs_contig_86842
WP_009645332	BD_contigs_contig_32158
WP_009645334	BD_contigs_contig_87798
WP_009645335	BD_contigs_contig_45028
WP_009645347	BD_contigs_contig_54429
WP_009645347	BD_contigs_contig_13689
WP_009645348	BD_contigs_contig_74439
WP_009645351	BD_contigs_contig_88294
WP_009645352	BD_contigs_contig_47408
WP_009645366	BD_contigs_contig_68661
WP_009645376	BD_contigs_contig_35985
WP_009645378	BD_contigs_contig_44662
WP_009645378	BD_contigs_contig_35572
WP_009645392	BD_contigs_contig_59644
WP_009645396	BD_contigs_contig_44477
WP_009645396	BD_contigs_contig_44485
WP_009645402	BD_contigs_contig_30652
WP_009645402	BD_contigs_contig_30662
WP_009645402	BD_contigs_contig_30652
WP_009645402	BD_contigs_contig_30656
WP_009645402	BD_contigs_contig_30657
WP_009645408	BD_contigs_contig_61928
WP_009645409	BD_contigs_contig_34266
WP_009645419	BD_contigs_contig_35381
WP_009645419	BD_contigs_contig_51948
WP_009645425	BD_contigs_contig_61851
WP_009645426	BD_contigs_contig_47685
WP_009645436	BD_contigs_contig_47813
WP_009645446	BD_contigs_contig_62934
WP_009645453	BD_contigs_contig_42378
WP_009645453	BD_contigs_contig_32641
WP_009645453	BD_contigs_contig_54149
WP_009645456	BD_contigs_contig_75608
WP_009645456	BD_contigs_contig_54673
WP_009645456	BD_contigs_contig_63141
WP_009645456	BD_contigs_contig_63140
WP_009645459	BD_contigs_contig_27352
WP_009645459	BD_contigs_contig_75607
WP_009645465	BD_contigs_contig_94968
WP_009645471	BD_contigs_contig_72934
WP_009645471	BD_contigs_contig_77165
WP_009645476	BD_contigs_contig_46922
WP_009645480	BD_contigs_contig_68364
WP_009645481	BD_contigs_contig_35486
WP_009645482	BD_contigs_contig_74629
WP_009645482	BD_contigs_contig_74629
WP_009645497	BD_contigs_contig_59015
WP_009645498	BD_contigs_contig_32703
WP_009645504	BD_contigs_contig_9027
WP_009645511	BD_contigs_contig_28124
WP_009645525	BD_contigs_contig_48002
WP_009645540	BD_contigs_contig_58118
WP_009645551	BD_contigs_contig_82113
WP_009645562	BD_contigs_contig_70476
WP_009645571	BD_contigs_contig_35295
WP_009645571	BD_contigs_contig_55287
WP_009645572	BD_contigs_contig_82178
WP_009645576	BD_contigs_contig_55178
WP_009645593	BD_contigs_contig_52430
WP_009645613	BD_contigs_contig_69777
WP_009645616	BD_contigs_contig_59747
WP_009645616	BD_contigs_contig_20409
WP_009645617	BD_contigs_contig_74762
WP_009645640	BD_contigs_contig_8245
WP_009645642	BD_contigs_contig_65425
WP_009645644	BD_contigs_contig_10102
WP_009645646	BD_contigs_contig_75639
WP_009645648	BD_contigs_contig_85029
WP_009645649	BD_contigs_contig_64435
WP_009645654	BD_contigs_contig_29697
WP_009645654	BD_contigs_contig_29701
WP_009645668	BD_contigs_contig_53701
WP_009645681	BD_contigs_contig_93208
WP_009645685	BD_contigs_contig_113246
WP_009645685	BD_contigs_contig_111049
WP_009645707	BD_contigs_contig_55939
WP_009645707	BD_contigs_contig_61255
WP_009645713	BD_contigs_contig_16028
WP_009645715	BD_contigs_contig_29799
WP_009645725	BD_contigs_contig_6484
WP_009645726	BD_contigs_contig_81899
WP_009645738	BD_contigs_contig_10015
WP_009645738	BD_contigs_contig_82778
WP_009645747	BD_contigs_contig_59379
WP_009645757	BD_contigs_contig_80297
WP_009645776	BD_contigs_contig_57377
WP_009645783	BD_contigs_contig_39409
WP_009645786	BD_contigs_contig_42544
WP_009645786	BD_contigs_contig_42544
WP_009645797	BD_contigs_contig_98060
WP_009645797	BD_contigs_contig_74312
WP_009645798	BD_contigs_contig_27780
WP_009645800	BD_contigs_contig_23878
WP_009645804	BD_contigs_contig_14317
WP_009645814	BD_contigs_contig_41881
WP_009645826	BD_contigs_contig_46962
WP_009645843	BD_contigs_contig_80852
WP_009645846	BD_contigs_contig_12048
WP_009645846	BD_contigs_contig_12047
WP_009645847	BD_contigs_contig_61063
WP_009645848	BD_contigs_contig_39159
WP_009645849	BD_contigs_contig_53992
WP_009645866	BD_contigs_contig_29440
WP_009645886	BD_contigs_contig_65773
WP_009645886	BD_contigs_contig_65779
WP_009645890	BD_contigs_contig_7390
WP_009645892	BD_contigs_contig_31717
WP_009645892	BD_contigs_contig_46547
WP_009645892	BD_contigs_contig_31725
WP_009645898	BD_contigs_contig_54560
WP_009645898	BD_contigs_contig_54568
WP_009645898	BD_contigs_contig_30056
WP_009645898	BD_contigs_contig_405
WP_009645900	BD_contigs_contig_1682
WP_009645901	BD_contigs_contig_18984
WP_009645901	BD_contigs_contig_18597
WP_009645909	BD_contigs_contig_44975
WP_009645909	BD_contigs_contig_20659
WP_009645909	BD_contigs_contig_44974
WP_009645910	BD_contigs_contig_30279
WP_009645922	BD_contigs_contig_83858
WP_009645933	BD_contigs_contig_73174
WP_009645941	BD_contigs_contig_53821
WP_009645947	BD_contigs_contig_70850
WP_009645951	BD_contigs_contig_11172
WP_009645952	BD_contigs_contig_12230
WP_009645953	BD_contigs_contig_48288
WP_009645953	BD_contigs_contig_59484
WP_009645965	BD_contigs_contig_71746
WP_009645969	BD_contigs_contig_78049
WP_009645970	BD_contigs_contig_113740
WP_009645970	BD_contigs_contig_52315
WP_009645971	BD_contigs_contig_91153
WP_009645972	BD_contigs_contig_4147
WP_009645979	BD_contigs_contig_27223
WP_009645991	BD_contigs_contig_89131
WP_009645997	BD_contigs_contig_57394
WP_009645999	BD_contigs_contig_39849
WP_009646019	BD_contigs_contig_9796
WP_009646019	BD_contigs_contig_71522
WP_009646026	BD_contigs_contig_61156
WP_009646038	BD_contigs_contig_54035
WP_009646038	BD_contigs_contig_79866
WP_009646038	BD_contigs_contig_83153
WP_009646039	BD_contigs_contig_11941
WP_009646044	BD_contigs_contig_82211
WP_009646048	BD_contigs_contig_84175
WP_009646054	BD_contigs_contig_77497
WP_009646054	BD_contigs_contig_41991
WP_009646060	BD_contigs_contig_40137
WP_009646061	BD_contigs_contig_80577
WP_009646061	BD_contigs_contig_80574
WP_009646062	BD_contigs_contig_44152
WP_009646070	BD_contigs_contig_32796
WP_009646074	BD_contigs_contig_43051
WP_009646099	BD_contigs_contig_25742
WP_009646099	BD_contigs_contig_28700
WP_009646117	BD_contigs_contig_75424
WP_009646136	BD_contigs_contig_46386
WP_009646136	BD_contigs_contig_46388
WP_009646136	BD_contigs_contig_78738
WP_009646138	BD_contigs_contig_1049
WP_009646148	BD_contigs_contig_6416
WP_009646148	BD_contigs_contig_6376
WP_009646149	BD_contigs_contig_76368
WP_009646149	BD_contigs_contig_41698
WP_009646149	BD_contigs_contig_33985
WP_009646151	BD_contigs_contig_13257
WP_009646169	BD_contigs_contig_13281
WP_009646169	BD_contigs_contig_16533
WP_009646185	BD_contigs_contig_78885
WP_009646195	BD_contigs_contig_44137
WP_009646199	BD_contigs_contig_26481
WP_009646208	BD_contigs_contig_30600
WP_009646210	BD_contigs_contig_85196
WP_009646212	BD_contigs_contig_58455
WP_009646212	BD_contigs_contig_21845
WP_009646215	BD_contigs_contig_60171
WP_009646220	BD_contigs_contig_22473
WP_009646220	BD_contigs_contig_52175
WP_009646226	BD_contigs_contig_34080
WP_009646231	BD_contigs_contig_44832
WP_009646236	BD_contigs_contig_432
WP_009646238	BD_contigs_contig_52247
WP_009646254	BD_contigs_contig_64540
WP_009646256	BD_contigs_contig_17552
WP_009646256	BD_contigs_contig_10734
WP_009646256	BD_contigs_contig_49018
WP_009646261	BD_contigs_contig_10939
WP_009646266	BD_contigs_contig_13929
WP_009646267	BD_contigs_contig_34716
WP_009646267	BD_contigs_contig_22572
WP_009646267	BD_contigs_contig_4606
WP_009646281	BD_contigs_contig_33635
WP_009646288	BD_contigs_contig_24539
WP_009646288	BD_contigs_contig_24540
WP_009646289	BD_contigs_contig_114613
WP_009646292	BD_contigs_contig_33622
WP_009646299	BD_contigs_contig_58925
WP_009646303	BD_contigs_contig_61821
WP_009646305	BD_contigs_contig_70836
WP_009646306	BD_contigs_contig_884
WP_009646320	BD_contigs_contig_41603
WP_009646324	BD_contigs_contig_43760
WP_009646325	BD_contigs_contig_29586
WP_009646329	BD_contigs_contig_58553
WP_009646330	BD_contigs_contig_65165
WP_009646332	BD_contigs_contig_66124
WP_009646336	BD_contigs_contig_35560
WP_009646342	BD_contigs_contig_53223
WP_009646345	BD_contigs_contig_86802
WP_009646346	BD_contigs_contig_22452
WP_009646349	BD_contigs_contig_36801
WP_009646352	BD_contigs_contig_32989
WP_009646353	BD_contigs_contig_38282
WP_009646353	BD_contigs_contig_16514
WP_009646356	BD_contigs_contig_57485
WP_009646356	BD_contigs_contig_40890
WP_009646356	BD_contigs_contig_69962
WP_009646359	BD_contigs_contig_79882
WP_009646359	BD_contigs_contig_79881
WP_009646374	BD_contigs_contig_72602
WP_009646380	BD_contigs_contig_44118
WP_009646380	BD_contigs_contig_34786
WP_009646380	BD_contigs_contig_50508
WP_009646380	BD_contigs_contig_35593
WP_009646395	BD_contigs_contig_90821
WP_009646398	BD_contigs_contig_24317
WP_009646401	BD_contigs_contig_63352
WP_009646410	BD_contigs_contig_98608
WP_009646412	BD_contigs_contig_86243
WP_009646412	BD_contigs_contig_86243
WP_009646419	BD_contigs_contig_27195
WP_009646421	BD_contigs_contig_49673
